match_id,player,row,net_pts,pts_won,net_winner,induced_forced,net_unforced,passed_at_net,passing_shot_induced_forced,total_shots
20130123-W-Australian_Open-QF-Svetlana_Kuznetsova-Victoria_Azarenka,2,NetPointsRallies,16,12,9,2,2,2,0,116
20130123-W-Australian_Open-QF-Svetlana_Kuznetsova-Victoria_Azarenka,2,ApproachRallies,2,1,0,1,1,0,0,11
20130115-W-Australian_Open-R128-Victoria_Azarenka-Monica_Niculescu,1,NetPoints,18,14,10,3,1,1,0,184
20130115-W-Australian_Open-R128-Victoria_Azarenka-Monica_Niculescu,1,Approach,1,1,0,1,0,0,0,11
20130115-W-Australian_Open-R128-Victoria_Azarenka-Monica_Niculescu,1,NetPointsRallies,18,14,10,3,1,1,0,184
20130115-W-Australian_Open-R128-Victoria_Azarenka-Monica_Niculescu,1,ApproachRallies,1,1,0,1,0,0,0,11
20130115-W-Australian_Open-R128-Victoria_Azarenka-Monica_Niculescu,2,NetPoints,11,7,4,1,0,3,0,129
20130115-W-Australian_Open-R128-Victoria_Azarenka-Monica_Niculescu,2,Approach,3,2,0,0,0,0,0,22
20130115-W-Australian_Open-R128-Victoria_Azarenka-Monica_Niculescu,2,NetPointsRallies,11,7,4,1,0,3,0,129
20130115-W-Australian_Open-R128-Victoria_Azarenka-Monica_Niculescu,2,ApproachRallies,3,2,0,0,0,0,0,22
20130124-W-Australian_Open-SF-Sloane_Stephens-Victoria_Azarenka,1,NetPoints,5,3,2,1,1,1,0,36
20130124-W-Australian_Open-SF-Sloane_Stephens-Victoria_Azarenka,1,NetPointsRallies,5,3,2,1,1,1,0,36
20130124-W-Australian_Open-SF-Sloane_Stephens-Victoria_Azarenka,2,NetPoints,14,10,8,2,1,2,0,90
20130124-W-Australian_Open-SF-Sloane_Stephens-Victoria_Azarenka,2,Approach,1,0,0,0,0,0,0,5
20130124-W-Australian_Open-SF-Sloane_Stephens-Victoria_Azarenka,2,NetPointsRallies,14,10,8,2,1,2,0,90
20130124-W-Australian_Open-SF-Sloane_Stephens-Victoria_Azarenka,2,ApproachRallies,1,0,0,0,0,0,0,5
20130120-W-Australian_Open-R16-Elena_Vesnina-Victoria_Azarenka,1,NetPoints,4,2,2,0,0,1,0,26
20130120-W-Australian_Open-R16-Elena_Vesnina-Victoria_Azarenka,1,Approach,1,0,0,0,0,0,0,5
20130120-W-Australian_Open-R16-Elena_Vesnina-Victoria_Azarenka,1,NetPointsRallies,4,2,2,0,0,1,0,26
20130120-W-Australian_Open-R16-Elena_Vesnina-Victoria_Azarenka,1,ApproachRallies,1,0,0,0,0,0,0,5
20130120-W-Australian_Open-R16-Elena_Vesnina-Victoria_Azarenka,2,NetPoints,1,1,1,0,0,0,0,5
20130120-W-Australian_Open-R16-Elena_Vesnina-Victoria_Azarenka,2,NetPointsRallies,1,1,1,0,0,0,0,5
20140115-W-Australian_Open-R64-Alison_Riske-Yanina_Wickmayer,1,NetPoints,2,1,1,0,0,0,0,6
20140115-W-Australian_Open-R64-Alison_Riske-Yanina_Wickmayer,1,Approach,1,0,0,0,0,0,0,2
20140115-W-Australian_Open-R64-Alison_Riske-Yanina_Wickmayer,1,NetPointsRallies,1,1,1,0,0,0,0,4
20140115-W-Australian_Open-R64-Alison_Riske-Yanina_Wickmayer,2,NetPoints,7,4,2,0,2,1,0,24
