match_id,player,row,pts,pts_won,aces,unret,forced_err,pts_won_lte_3_shots,first_in,dfs
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,2,5a,13,9,0,0,1,1,8,1
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,2,6d,11,7,0,0,2,3,7,0
20140119-W-Australian_Open-R16-Serena_Williams-Ana_Ivanovic,2,6a,12,9,0,2,1,3,9,0
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,1,d,34,18,0,2,3,8,16,4
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,1,a,32,21,0,1,5,10,17,4
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,1,4,24,16,0,2,3,7,15,3
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,1,5,16,9,0,0,1,3,4,1
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,1,6,25,13,0,0,4,7,13,4
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,1,4d,10,8,0,2,1,5,9,0
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,1,4a,14,8,0,0,2,2,6,3
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,1,5d,8,3,0,0,0,0,2,1
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,1,5a,8,6,0,0,1,3,2,0
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,1,6d,16,7,0,0,2,3,5,3
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,1,6a,9,6,0,0,2,4,8,1
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,2,d,38,18,0,2,5,10,24,3
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,2,a,36,15,0,0,4,6,24,2
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,2,4,22,8,0,0,3,5,16,2
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,2,5,22,11,0,0,3,4,11,1
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,2,6,30,14,0,2,3,7,21,2
20140118-W-Australian_Open-R32-Maria_Sharapova-Alize_Cornet,2,4d,9,4,0,0,1,2,9,0
